traced_nodes,nl,trial,phase,time,pctTotal,source_run
32,1,3,Build group/location map,0.000749,0.0,run_20260717_215056
32,1,3,Distribute groups,0.000272,0.0,run_20260717_215056
32,1,3,Read events + write output,243.260816,100.0,run_20260717_215056
32,1,3,Other (overhead),0.000446,0.0,run_20260717_215056
32,1,3,Total,243.266747,100.0,run_20260717_215056
32,1,4,Read global definitions,0.005189,0.0,run_20260717_215056
32,1,4,Build group/location map,0.000769,0.0,run_20260717_215056
32,1,4,Distribute groups,0.000262,0.0,run_20260717_215056
32,1,4,Read events + write output,235.648802,100.0,run_20260717_215056
32,1,4,Other (overhead),0.000439,0.0,run_20260717_215056
32,1,4,Total,235.655199,100.0,run_20260717_215056
32,1,5,Read global definitions,0.005138,0.0,run_20260717_215056
32,1,5,Build group/location map,0.000753,0.0,run_20260717_215056
32,1,5,Distribute groups,0.000263,0.0,run_20260717_215056
32,1,5,Read events + write output,238.11359,100.0,run_20260717_215056
32,1,5,Other (overhead),0.000441,0.0,run_20260717_215056
32,1,5,Total,238.119922,100.0,run_20260717_215056
32,2,1,Read global definitions,0.003353,0.0,run_20260717_215056
32,2,1,Build group/location map,0.000747,0.0,run_20260717_215056
32,2,1,Distribute groups,0.000623,0.0,run_20260717_215056
32,2,1,Read events + write output,211.856741,100.0,run_20260717_215056
32,2,1,Other (overhead),0.000837,0.0,run_20260717_215056
32,2,1,Total,211.861678,100.0,run_20260717_215056
32,2,2,Read global definitions,0.003312,0.0,run_20260717_215056
32,2,2,Build group/location map,0.000719,0.0,run_20260717_215056
32,2,2,Distribute groups,0.000687,0.0,run_20260717_215056
32,2,2,Read events + write output,231.308117,100.0,run_20260717_215056
32,2,2,Other (overhead),0.000907,0.0,run_20260717_215056
32,2,2,Total,231.313055,100.0,run_20260717_215056
32,2,3,Read global definitions,0.003303,0.0,run_20260717_215056
32,2,3,Build group/location map,0.000768,0.0,run_20260717_215056
32,2,3,Distribute groups,0.000643,0.0,run_20260717_215056
32,2,3,Read events + write output,230.754061,100.0,run_20260717_215056
32,2,3,Other (overhead),0.000872,0.0,run_20260717_215056
32,2,3,Total,230.759004,100.0,run_20260717_215056
32,2,4,Read global definitions,0.003847,0.0,run_20260717_215056
32,2,4,Build group/location map,0.000734,0.0,run_20260717_215056
32,2,4,Distribute groups,0.001846,0.0,run_20260717_215056
32,2,4,Read events + write output,210.380165,100.0,run_20260717_215056
32,2,4,Other (overhead),0.002057,0.0,run_20260717_215056
32,2,4,Total,210.386803,100.0,run_20260717_215056
32,2,5,Read global definitions,0.003191,0.0,run_20260717_215056
32,2,5,Build group/location map,0.000727,0.0,run_20260717_215056
32,2,5,Distribute groups,0.000624,0.0,run_20260717_215056
32,2,5,Read events + write output,237.912281,100.0,run_20260717_215056
32,2,5,Other (overhead),0.000839,0.0,run_20260717_215056
32,2,5,Total,237.917038,100.0,run_20260717_215056
32,32,1,Read global definitions,0.00443,0.01,run_20260717_215056
32,32,1,Build group/location map,0.000721,0.0,run_20260717_215056
32,32,1,Distribute groups,0.001687,0.0,run_20260717_215056
32,32,1,Read events + write output,77.43999,99.99,run_20260717_215056
32,32,1,Other (overhead),0.001894,0.0,run_20260717_215056
32,32,1,Total,77.447035,100.0,run_20260717_215056
32,32,2,Read global definitions,0.002746,0.0,run_20260717_215056
32,32,2,Build group/location map,0.000749,0.0,run_20260717_215056
32,32,2,Distribute groups,0.00164,0.0,run_20260717_215056
32,32,2,Read events + write output,75.663963,99.99,run_20260717_215056
32,32,2,Other (overhead),0.001884,0.0,run_20260717_215056
32,32,2,Total,75.669342,100.0,run_20260717_215056
32,32,3,Read global definitions,0.002971,0.0,run_20260717_215056
32,32,3,Build group/location map,0.00073,0.0,run_20260717_215056
32,32,3,Distribute groups,0.001638,0.0,run_20260717_215056
32,32,3,Read events + write output,76.061882,99.99,run_20260717_215056
32,32,3,Other (overhead),0.001897,0.0,run_20260717_215056
32,32,3,Total,76.06748,100.0,run_20260717_215056
32,32,4,Read global definitions,0.002681,0.0,run_20260717_215056
32,32,4,Build group/location map,0.000743,0.0,run_20260717_215056
32,32,4,Distribute groups,0.001559,0.0,run_20260717_215056
32,32,4,Read events + write output,75.724419,99.99,run_20260717_215056
32,32,4,Other (overhead),0.001798,0.0,run_20260717_215056
32,32,4,Total,75.729641,100.0,run_20260717_215056
32,32,5,Read global definitions,0.002932,0.0,run_20260717_215056
32,32,5,Build group/location map,0.000736,0.0,run_20260717_215056
32,32,5,Distribute groups,0.001624,0.0,run_20260717_215056
32,32,5,Read events + write output,74.440921,99.99,run_20260717_215056
32,32,5,Other (overhead),0.00187,0.0,run_20260717_215056
32,32,5,Total,74.446459,100.0,run_20260717_215056
32,4,1,Read global definitions,0.00394,0.0,run_20260717_215056
32,4,1,Build group/location map,0.000755,0.0,run_20260717_215056
32,4,1,Distribute groups,0.000713,0.0,run_20260717_215056
32,4,1,Read events + write output,145.209049,100.0,run_20260717_215056
32,4,1,Other (overhead),0.000906,0.0,run_20260717_215056
32,4,1,Total,145.21465,100.0,run_20260717_215056
32,4,2,Read global definitions,0.003267,0.0,run_20260717_215056
32,4,2,Build group/location map,0.000709,0.0,run_20260717_215056
32,4,2,Distribute groups,0.000709,0.0,run_20260717_215056
32,4,2,Read events + write output,135.969348,100.0,run_20260717_215056
32,4,2,Other (overhead),0.000941,0.0,run_20260717_215056
32,4,2,Total,135.974265,100.0,run_20260717_215056
32,4,3,Read global definitions,0.003426,0.0,run_20260717_215056
32,4,3,Build group/location map,0.000816,0.0,run_20260717_215056
32,4,3,Distribute groups,0.001311,0.0,run_20260717_215056
32,4,3,Read events + write output,149.439739,100.0,run_20260717_215056
32,4,3,Other (overhead),0.001544,0.0,run_20260717_215056
32,4,3,Total,149.445525,100.0,run_20260717_215056
32,4,4,Read global definitions,0.003317,0.0,run_20260717_215056
32,4,4,Build group/location map,0.000733,0.0,run_20260717_215056
32,4,4,Distribute groups,0.00072,0.0,run_20260717_215056
32,4,4,Read events + write output,153.205587,100.0,run_20260717_215056
32,4,4,Other (overhead),0.000967,0.0,run_20260717_215056
32,4,4,Total,153.210604,100.0,run_20260717_215056
32,4,5,Read global definitions,0.003426,0.0,run_20260717_215056
32,4,5,Build group/location map,0.00083,0.0,run_20260717_215056
32,4,5,Distribute groups,0.001166,0.0,run_20260717_215056
32,4,5,Read events + write output,129.899104,100.0,run_20260717_215056
32,4,5,Other (overhead),0.001402,0.0,run_20260717_215056
32,4,5,Total,129.904762,100.0,run_20260717_215056
32,64,1,Read global definitions,0.003199,0.0,run_20260717_215056
32,64,1,Build group/location map,0.000701,0.0,run_20260717_215056
32,64,1,Distribute groups,0.003501,0.01,run_20260717_215056
32,64,1,Read events + write output,64.221603,99.99,run_20260717_215056
32,64,1,Other (overhead),0.003683,0.01,run_20260717_215056
32,64,1,Total,64.229186,100.0,run_20260717_215056
