traced_nodes,nl,trial,Task,Locale,Locations,Events,Open (s),Setup (s),EnterCB (s),LeaveCB (s),MetricCB (s),libOTF2 (s),WriteCG (s),WriteMet (s),Total (s)
384,128,4,19,80,5,29293505,0.000946,0.016329,14.15516,13.48743,0.000137,7.815253,231.064698,6.398829,272.938815
384,128,4,20,80,5,29233916,0.000477,0.015081,15.296558,14.36343,0.000148,8.502047,232.018143,4.893924,275.089835
384,128,4,21,80,5,28944389,0.000536,0.022828,13.180891,12.449893,0.000135,7.371646,196.506165,11.505731,241.037853
384,128,4,22,80,5,29052845,0.000968,0.020021,13.189301,12.483877,0.000139,6.581634,224.858799,8.118078,265.252847
384,128,4,23,80,5,28836869,0.000442,0.017267,12.752895,12.255377,0.000145,6.497814,201.352035,11.607617,244.483644
384,128,4,0,81,5,28882285,0.000455,0.00713,12.688585,12.042047,0.000139,6.675665,218.363195,6.583775,256.361023
384,128,4,1,81,5,29214688,0.00032,0.007825,12.726034,11.934881,0.000136,7.078024,224.909424,4.875653,261.532332
384,128,4,2,81,48,75672451,0.00034,0.099599,12.948645,12.133702,89.24759,31.921408,50.937651,34.09,231.378971
384,128,4,3,81,5,29191243,0.000102,0.005333,12.645498,11.994545,0.000135,7.1263,149.883589,6.077354,187.732886
384,128,4,4,81,5,29027160,0.000386,0.010327,15.878349,15.491225,0.000141,6.954968,156.982244,50.004766,245.322436
384,128,4,5,81,49,75143186,0.00034,0.059717,12.537024,11.959669,88.155829,31.627129,110.872167,15.169738,270.381646
384,128,4,6,81,5,28837633,0.000102,0.006677,12.370583,11.760156,0.000135,6.546105,213.756889,9.546461,253.987162
384,128,4,7,81,5,28860558,0.000104,0.0055,12.389223,11.848033,0.00014,6.67867,232.054615,7.614333,270.590646
384,128,4,8,81,48,74885348,0.000296,0.106271,12.522007,11.870403,88.419849,31.421955,90.849907,6.410273,241.601002
384,128,4,9,81,5,28868447,0.000366,0.009194,12.520038,11.823829,0.000141,6.893498,224.210126,8.635752,264.092974
384,128,4,10,81,5,28832585,0.000365,0.009632,12.292978,11.67533,0.000137,7.368813,217.265493,9.765266,258.378041
384,128,4,11,81,5,28848059,0.000361,0.007838,12.985625,12.404395,0.000141,7.266933,239.625182,3.300797,275.591305
384,128,4,12,81,5,29073483,0.000115,0.009449,12.514363,11.854753,0.000135,7.171899,216.935403,11.769399,260.255545
384,128,4,13,81,5,28849593,0.000111,0.009589,12.444721,11.708948,0.00014,6.864652,159.685062,43.971809,234.685065
384,128,4,14,81,5,28872879,0.000359,0.013552,19.098829,19.062585,0.000187,11.920881,183.674294,10.195303,243.966021
384,128,4,15,81,5,28842285,0.000372,0.018184,20.981702,19.345843,0.000166,10.087726,192.743994,10.274051,253.452074
384,128,4,16,81,5,29120703,0.000277,0.012407,12.73772,12.054275,0.000132,6.666977,223.997148,10.211133,265.680099
384,128,4,17,81,5,28841857,0.000128,0.008957,12.345052,11.681288,0.000131,6.731607,239.990436,2.261697,273.019331
384,128,4,18,81,5,28853901,0.000113,0.007533,13.550693,12.773121,0.000142,7.882196,216.617009,8.326805,259.15764
384,128,4,19,81,5,28823600,0.000362,0.008017,14.278554,13.378148,0.000134,8.143235,201.307316,7.869614,244.98541
384,128,4,20,81,5,28925906,0.000372,0.011071,12.380126,11.829853,0.000137,7.119603,157.340971,56.125533,244.807697
384,128,4,21,81,5,29023095,0.000106,0.006189,12.655338,12.046625,0.000142,10.035219,227.349591,10.440362,272.533603
384,128,4,22,81,5,28890188,0.000235,0.0086,14.326803,13.834123,0.000143,7.264976,208.478528,9.277739,253.19118
384,128,4,23,81,5,29076337,0.00014,0.006929,14.994958,14.417574,0.000139,7.741656,204.795666,16.544696,258.501783
384,128,4,0,82,5,29219524,0.003909,0.00511,12.950844,12.270035,0.000137,6.573749,211.60033,22.322007,265.726153
384,128,4,1,82,5,28938519,0.004106,0.005372,12.714885,11.860708,0.000134,6.78138,227.950951,10.27356,269.591124
384,128,4,2,82,5,28879383,0.003914,0.005596,12.523118,11.784383,0.000136,6.71559,218.314073,13.715142,263.061987
384,128,4,3,82,48,75404636,0.004092,0.0465,13.146656,12.49196,90.427344,31.610516,103.868949,13.465381,265.061433
384,128,4,4,82,5,28912104,0.003901,0.005807,12.561236,11.814091,0.000135,7.08343,207.623764,9.033013,248.125407
384,128,4,5,82,5,28859912,0.004119,0.005644,12.906979,12.028001,0.000136,7.051389,154.050713,19.527933,205.574942
384,128,4,6,82,5,28848702,0.004052,0.005208,12.834379,11.874638,0.000135,6.594689,190.017012,20.449756,241.779898
384,128,4,7,82,5,29078576,0.003775,0.005384,12.626553,12.030536,0.000135,6.625514,227.28295,6.546074,265.120951
384,128,4,8,82,5,28922909,0.004013,0.005568,12.363541,11.67376,0.000132,6.51541,174.54102,18.334504,223.438006
384,128,4,9,82,5,28956869,0.003728,0.005095,12.561557,11.911326,0.000131,6.670003,179.15615,5.325062,215.633082
384,128,4,10,82,5,28809523,0.003945,0.005549,12.612642,11.845022,0.000137,7.084497,187.812665,12.283017,231.647504
384,128,4,11,82,5,28821293,0.003915,0.005656,12.724766,11.974577,0.000134,7.163572,199.722908,11.533212,243.128767
384,128,4,12,82,5,29067795,0.003932,0.005584,12.82607,11.941508,0.000132,7.164646,199.825245,8.66544,240.432589
384,128,4,13,82,5,28930454,0.002603,0.005361,12.613059,11.897153,0.000136,6.827169,197.389098,10.714007,239.448614
384,128,4,14,82,5,28884245,0.003759,0.005035,18.973733,18.317247,0.000185,11.434077,184.15166,6.391155,239.276881
384,128,4,15,82,5,28852576,0.003811,0.004987,20.964642,19.417669,0.000203,10.01183,219.235032,5.197281,274.835489
384,128,4,16,82,5,28811999,0.003924,0.004802,12.418845,11.738492,0.000137,6.485826,180.8295,38.305948,249.78751
384,128,4,17,82,5,28860424,0.003974,0.005165,12.379911,11.686277,0.000133,6.658347,182.710445,9.496486,222.940764
384,128,4,18,82,5,28799263,0.003822,0.005401,13.386548,12.549551,0.000139,7.156817,235.141843,5.090493,273.334644
384,128,4,19,82,48,75482219,0.00358,0.047096,13.162664,12.345704,93.105926,33.30945,34.317603,5.361435,191.653494
384,128,4,20,82,5,28805000,0.004144,0.005228,12.819789,12.466381,0.00014,7.156522,241.738408,1.811044,276.00169
384,128,4,21,82,5,28789642,0.003633,0.005256,12.560446,11.881755,0.000135,9.514931,188.767734,7.803961,230.537881
384,128,4,22,82,5,28891831,0.004186,0.005238,14.84045,13.99661,0.000141,7.262544,219.47785,8.077815,263.664861
384,128,4,23,82,5,29185701,0.003726,0.005373,15.037311,13.993591,0.00014,7.683673,229.863559,6.920283,273.507687
384,128,4,0,83,5,28964610,0.000362,0.00616,12.86583,12.321921,0.00014,6.649366,217.303202,10.819237,259.966252
384,128,4,1,83,5,28774548,0.00029,0.006918,13.349602,12.400874,0.000139,7.092514,225.657757,8.910207,267.418329
384,128,4,2,83,5,29104254,0.000354,0.008048,13.034959,12.353,0.000135,10.361906,238.293325,1.633034,275.684794
384,128,4,3,83,6,28853372,0.000335,0.007306,15.195982,14.440929,0.000145,7.512311,236.536382,3.307219,277.00064
384,128,4,4,83,48,74937616,0.000123,0.072451,13.530527,12.744693,98.763041,32.908023,111.654238,8.3742,278.04733
384,128,4,5,83,48,75166549,0.000124,0.072948,13.134487,12.556265,95.223311,31.720914,107.361928,7.956175,268.026187
384,128,4,6,83,5,28853541,0.000127,0.005575,13.16506,12.427122,0.000151,6.617777,240.501577,3.226903,275.944326
384,128,4,7,83,5,29137085,0.000128,0.00544,13.983744,13.201971,0.000151,7.251091,221.048675,12.750168,268.241401
384,128,4,8,83,49,75633573,0.000142,0.071245,13.470292,12.742694,98.216378,34.026932,112.912778,4.778527,276.21902
384,128,4,9,83,5,29286619,0.000215,0.006166,13.690572,13.107648,0.000144,7.128867,203.155338,9.904169,246.993155
384,128,4,10,83,5,28862853,0.000217,0.005905,13.98887,12.83382,0.000148,7.370428,227.936018,6.926939,269.062376
384,128,4,11,83,5,28845124,0.000212,0.005971,14.223491,13.468264,0.000152,7.990243,228.442926,7.925036,272.056328
384,128,4,12,83,5,28845629,0.000201,0.005772,15.015039,14.091181,0.000152,8.571694,220.618194,11.209949,269.512214
384,128,4,13,83,6,28992787,0.000351,0.008152,13.387634,12.443475,0.000135,7.285002,220.448504,8.85597,262.429259
384,128,4,14,83,5,28798359,0.000225,0.006807,12.895733,12.270117,0.000138,6.600231,228.439762,13.017604,273.230653
384,128,4,15,83,5,28844185,0.000237,0.006553,18.970725,18.250433,0.000189,11.426506,193.40614,13.793807,255.854622
384,128,4,16,83,5,29229485,0.000207,0.00636,20.906565,19.255228,0.000176,10.073559,191.449118,11.077643,252.76889
384,128,4,17,83,5,28887187,0.000309,0.006486,13.663967,12.576907,0.000141,7.172231,175.233375,8.158539,216.811984
384,128,4,18,83,5,28983090,0.000333,0.005823,13.134443,12.534102,0.000157,7.485285,246.160276,0.308122,279.628577
384,128,4,19,83,5,28907602,0.000311,0.006312,14.544675,13.825018,0.000145,7.419821,223.869241,8.300006,267.96556
384,128,4,20,83,49,75314900,0.00024,0.074648,13.560948,12.762077,98.170352,33.226187,110.084803,7.958409,275.837699
384,128,4,21,83,5,28873531,8.5e-05,0.006029,13.924359,13.15651,0.000141,7.705651,215.040039,9.741172,259.574014
384,128,4,22,83,5,29213084,0.000316,0.006551,13.767022,13.040634,0.000154,6.926768,228.236742,7.575066,269.553284
384,128,4,23,83,5,28844775,0.000346,0.005503,12.861975,12.225305,0.000138,6.630147,209.73805,10.718508,252.180021
384,128,4,0,84,48,75134570,0.000439,0.057329,12.566375,11.931922,90.090146,31.514978,104.232578,11.650839,262.044643
384,128,4,1,84,6,28882567,0.000394,0.009133,12.58314,11.930333,0.000143,8.200597,192.372187,8.084818,233.180773
384,128,4,2,84,5,28833632,0.000472,0.007168,13.095078,12.534337,0.00014,7.339002,231.225959,8.037154,272.239346
384,128,4,3,84,5,28940316,0.000503,0.01093,12.733312,12.193935,0.000133,7.117872,213.325492,9.55331,254.93552
384,128,4,4,84,5,29184826,0.000517,0.007019,12.656594,12.106579,0.000136,7.181887,198.104988,6.567574,236.625325
384,128,4,5,84,5,28826465,0.00049,0.006955,12.753559,12.165949,0.000136,7.151525,208.841632,10.351351,251.271628
384,128,4,6,84,5,28966939,0.000497,0.007206,12.726466,12.088072,0.00014,6.525669,224.922271,11.897541,268.167893
384,128,4,7,84,5,28791015,0.000507,0.009437,12.496495,12.085522,0.000136,6.623014,234.381709,4.498227,270.09508
384,128,4,8,84,5,28830539,0.000508,0.008129,12.342712,11.809171,0.000135,6.419768,215.332577,8.935167,254.84823
384,128,4,9,84,5,28866539,0.000521,0.008,12.610822,12.096233,0.000141,6.707621,233.815239,1.169102,266.407719
384,128,4,10,84,5,28815318,0.000519,0.008405,13.128776,12.211297,0.000142,7.393458,200.330212,17.810211,250.883053
384,128,4,11,84,5,28939008,9.2e-05,0.004702,13.263248,12.713108,0.000134,7.275219,203.080809,8.05391,244.39125
384,128,4,12,84,5,29285316,0.000522,0.009454,12.755392,12.27138,0.000135,7.124157,174.265106,6.111555,212.537736
384,128,4,13,84,5,28949630,0.00042,0.006938,13.034646,12.344866,0.000138,7.138412,210.701504,11.939127,255.166087
384,128,4,14,84,5,28849742,0.000528,0.006935,13.959419,13.271877,0.000149,7.093937,239.128231,2.660686,276.121796
384,128,4,15,84,5,28797686,0.000521,0.010827,16.299961,15.163055,0.00015,7.876843,221.630754,11.259563,272.24171
384,128,4,16,84,5,29264735,9.1e-05,0.007518,13.092494,12.315075,0.000136,6.5711,211.887216,9.941052,253.81471
384,128,4,17,84,5,29015596,0.000508,0.007036,12.570243,11.914899,0.000139,6.878188,202.718012,14.383865,248.472928
384,128,4,18,84,48,74895957,9.6e-05,0.052496,13.793242,12.946606,96.0483,33.936671,40.18097,53.275514,250.233929
384,128,4,19,84,5,28959973,0.000522,0.007127,15.18817,14.246584,0.000151,8.410062,202.185452,11.285658,251.323758
384,128,4,20,84,5,28983646,0.000497,0.007369,12.647389,11.945767,0.000145,7.09699,204.690368,11.173314,247.561872
384,128,4,21,84,5,28942995,0.000435,0.008416,13.846886,12.817547,0.00014,7.108169,229.410243,9.428768,272.620638
384,128,4,22,84,5,28983255,0.000478,0.006859,18.593987,18.167634,0.000191,11.237447,197.199305,10.585773,255.791709
384,128,4,23,84,5,29006235,0.00047,0.008307,20.545792,19.026905,0.000166,10.148284,192.927383,5.61349,248.27083
384,128,4,0,85,48,75129085,0.000522,0.094819,12.633112,11.806105,91.200202,33.315802,118.924622,5.942475,273.917693
384,128,4,1,85,5,29256324,0.000504,0.007745,13.755166,12.856769,0.000144,7.167279,194.86461,12.220785,240.873033
384,128,4,2,85,48,75131979,0.000457,0.085773,12.809047,12.058252,90.522034,32.178567,39.951858,5.128349,192.734373
384,128,4,3,85,5,28975836,0.000516,0.006727,13.004145,12.271881,0.000142,7.400311,157.644768,54.150721,244.479243
384,128,4,4,85,5,29187313,0.000506,0.00783,12.788705,12.044929,0.000141,7.337723,205.361028,12.54093,250.081822
384,128,4,5,85,5,28816470,0.000507,0.009531,12.590888,12.088612,0.000139,7.385532,239.449131,3.341259,274.86563
384,128,4,6,85,5,28873786,0.00054,0.00785,12.698911,11.893523,0.000142,6.629778,220.267127,11.475216,262.973122
384,128,4,7,85,5,28902727,0.00054,0.00637,12.6498,12.094231,0.000148,6.691888,220.414435,12.470004,264.327444
384,128,4,8,85,5,28862663,0.000503,0.007815,13.320279,12.508991,0.000139,7.109728,214.731837,12.345432,260.024754
384,128,4,9,85,5,28800873,0.000498,0.007884,14.436404,13.474401,0.000144,7.890245,202.268377,11.350268,249.42825
384,128,4,10,85,5,28977939,0.000567,0.006611,12.784535,11.9908,0.000142,6.773256,182.552086,28.060428,242.168458
384,128,4,11,85,49,75208398,0.000479,0.086796,12.6825,12.171606,90.697322,32.38053,83.807196,13.494074,245.320534
384,128,4,12,85,5,28848782,0.000522,0.006696,13.420583,12.566319,0.000144,7.520293,228.49624,10.132122,272.142947
384,128,4,13,85,5,28944577,0.000472,0.007339,14.579164,13.818139,0.000145,8.340746,204.910516,11.170753,252.827306
384,128,4,14,85,5,29045484,0.001168,0.006398,12.60243,11.840803,0.000136,6.769614,215.490875,10.229309,256.940793
384,128,4,15,85,5,28813296,0.000504,0.006215,12.5289,12.127964,0.000144,6.651238,200.341669,13.613753,245.270423
384,128,4,16,85,5,28838240,0.000502,0.006849,13.712579,12.95462,0.000144,7.347146,207.141655,12.285082,253.448605
384,128,4,17,85,5,29076052,0.000503,0.007335,15.417312,14.215068,0.000151,8.53179,200.154844,11.937851,250.264884
384,128,4,18,85,5,28962225,0.000565,0.008183,12.50944,11.754161,0.000138,7.387783,214.797644,13.919749,260.37769
384,128,4,19,85,5,28950545,0.000561,0.006837,12.684255,12.408836,0.000143,7.498859,196.371646,6.34185,235.313017
384,128,4,20,85,5,28811380,0.000531,0.006374,13.846125,12.82305,0.000139,7.442186,177.953059,7.265848,219.337342
384,128,4,21,85,48,75081752,0.000468,0.085038,13.280639,12.384347,95.620704,34.336788,105.562506,9.208943,270.479468
384,128,4,22,85,5,28824019,0.000538,0.007391,13.008463,12.386361,0.000131,6.555853,215.338055,11.032371,258.329192
384,128,4,23,85,5,29246947,0.000536,0.006713,12.764906,12.002819,0.000133,6.616355,205.252873,13.059018,249.703383
384,128,4,0,86,5,28862730,8.5e-05,0.003914,12.403011,11.715065,0.000135,6.635875,220.416571,11.841036,263.015746
384,128,4,1,86,48,75325595,0.000163,0.046929,12.781314,12.165934,87.926571,31.629083,116.107293,8.968487,269.625807
384,128,4,2,86,5,29089659,0.000236,0.00386,12.854618,12.183652,0.000134,7.611413,217.834581,7.667226,258.155753
384,128,4,3,86,5,28951272,8.6e-05,0.003826,12.803886,12.29321,0.000137,10.527418,151.099315,9.297501,196.025408
384,128,4,4,86,5,29019270,0.000113,0.003985,13.792899,13.169115,0.000137,7.626922,235.710251,5.874472,276.177925
384,128,4,5,86,6,28869557,9.3e-05,0.006806,12.692993,12.394866,0.000133,7.659587,230.431366,7.608025,270.793898
384,128,4,6,86,5,28867215,0.00099,0.004415,13.013102,12.538932,0.000132,6.716638,165.856988,46.475815,244.607043
384,128,4,7,86,5,28916191,0.000168,0.003949,12.513603,12.16987,0.000133,6.674305,206.954951,12.180429,250.497436
384,128,4,8,86,5,29106267,0.000992,0.004344,12.768736,12.212335,0.000137,6.747958,223.63738,11.664559,267.036473
384,128,4,9,86,5,28864331,0.000981,0.004305,12.564439,12.004631,0.000136,6.914587,207.855115,12.772092,252.116323
384,128,4,10,86,49,75802097,0.000932,0.044632,12.834292,12.070618,89.488531,33.789557,127.534543,1.743172,277.506309
384,128,4,11,86,5,28860386,0.00092,0.004589,13.111731,12.589385,0.000136,7.272878,146.387858,68.285963,247.653492
384,128,4,12,86,5,28826572,0.000984,0.004996,13.24021,12.625955,0.000134,7.253785,153.487233,30.031518,216.644849
384,128,4,13,86,5,29148580,0.001,0.00454,13.824085,12.968033,0.000133,7.486395,224.605323,7.244465,266.134003
384,128,4,14,86,5,28976439,0.000972,0.004422,12.76382,12.184699,0.000138,6.7172,226.612818,8.074607,266.358712
384,128,4,15,86,5,29057535,0.000992,0.004748,13.661809,12.924615,0.000134,7.381686,226.97375,10.918257,271.866025
384,128,4,16,86,5,29120492,0.000232,0.003867,14.35636,13.520887,0.000146,7.854479,214.151613,10.425963,260.313575
384,128,4,17,86,5,28844117,0.000269,0.004703,12.974234,13.32421,0.000133,8.375297,184.696933,10.888323,230.264131
384,128,4,18,86,5,28896965,0.000626,0.004448,13.350649,12.591808,0.000139,7.490844,229.87877,6.648496,269.965811
384,128,4,19,86,5,29055269,0.001032,0.004722,14.145674,13.234341,0.000138,8.076872,227.172388,8.423952,271.05915
384,128,4,20,86,5,29198504,0.000953,0.004569,15.062983,14.162186,0.000143,8.686354,219.957874,11.28488,269.159975
384,128,4,21,86,5,28840790,0.000961,0.004502,12.961308,12.417225,0.000139,7.361304,239.557963,3.527463,275.830898
384,128,4,22,86,5,29215002,0.001016,0.004606,13.330297,12.684046,0.000134,6.828132,201.630918,9.400745,243.879928
384,128,4,23,86,5,28820775,0.000667,0.004759,12.394211,11.785765,0.000138,6.618246,203.67762,6.348052,240.829494
384,128,4,0,87,5,28872639,0.003691,0.005034,13.054939,12.053795,0.000137,6.585841,224.965123,10.522086,267.190679
384,128,4,1,87,5,28866185,0.00367,0.005084,12.504651,12.278036,0.000141,6.969665,208.286515,22.0053,262.053091
384,128,4,2,87,5,28887351,0.003718,0.005741,12.689401,11.853376,0.000134,7.314657,234.901148,6.522795,273.291
384,128,4,3,87,5,28849789,0.003668,0.005464,13.10105,12.169354,0.000145,7.207538,193.667059,8.888155,235.042466
384,128,4,4,87,5,29154739,0.003686,0.004874,12.539253,11.858215,0.000135,7.104825,209.809675,18.06365,259.384344
384,128,4,5,87,5,28972636,0.003903,0.005306,18.964351,18.603481,0.000184,13.935342,168.515987,18.584407,238.612998
384,128,4,6,87,5,28984940,0.003581,0.00514,21.375729,19.68889,0.000165,10.714654,135.638305,15.644039,203.070535
384,128,4,7,87,5,28921239,0.003976,0.005294,12.547808,11.726098,0.000131,6.552864,218.669015,11.650688,261.155937
384,128,4,8,87,5,28911034,0.00384,0.005324,12.523144,11.802298,0.000136,6.608915,199.3375,9.265934,239.54712
384,128,4,9,87,5,28941873,0.001545,0.004751,13.574241,12.768498,0.000144,7.396938,218.795426,10.015137,262.556712
384,128,4,10,87,5,29171463,0.000714,0.004825,14.642885,13.715032,0.000138,8.504508,212.441508,10.11542,259.425062
384,128,4,11,87,5,28858125,0.003839,0.005113,12.957323,12.242156,0.000139,7.092436,178.430553,6.939062,217.670654
384,128,4,12,87,5,29237611,0.003879,0.005053,12.631228,11.917154,0.000142,10.157627,225.978068,9.434279,270.127462
384,128,4,13,87,5,29214704,0.00366,0.005021,14.73212,13.985686,0.000141,8.033398,206.268883,13.526306,256.555244
384,128,4,14,87,5,28961819,0.003614,0.004985,15.143593,14.250366,0.000145,8.049499,215.104981,11.427425,263.984644
384,128,4,15,87,5,28927846,0.003705,0.005171,12.485142,11.822884,0.000141,6.564955,180.826271,7.484726,219.193028
384,128,4,16,87,5,28851886,0.003618,0.00477,12.716603,12.02482,0.000135,6.542643,207.38776,22.171493,260.851875
384,128,4,17,87,5,28860333,0.000365,0.005089,13.377614,12.50366,0.000137,7.729117,226.636027,5.328889,265.580929
384,128,4,18,87,5,28822938,0.003628,0.00509,14.373349,13.4887,0.000141,8.270743,178.987312,7.603189,222.732184
384,128,4,19,87,5,28832990,0.003581,0.005187,12.781855,12.069536,0.000137,10.05467,207.325996,8.931607,251.172599
384,128,4,20,87,5,28865005,0.003776,0.00534,13.286379,12.685328,0.000143,7.192537,211.331176,6.148516,250.653226
384,128,4,21,87,5,28822471,0.003591,0.005439,14.029044,13.036249,0.000145,8.209603,194.99659,6.373833,236.654529
384,128,4,22,87,5,28844023,0.003789,0.00501,15.004179,13.960683,0.000144,7.87846,223.840826,6.072872,266.765994
384,128,4,23,87,48,74986194,0.003785,0.058343,12.551135,11.822629,88.030739,31.12508,76.985846,19.561466,240.13906
384,128,4,0,88,5,28991803,0.000107,0.011629,13.002856,12.172948,0.000135,6.573601,236.836353,7.294934,275.892593
384,128,4,1,88,5,29017320,0.000324,0.005841,13.877391,12.722175,0.000145,7.435986,202.076602,6.117752,242.236245
384,128,4,2,88,5,28857338,0.00012,0.008773,14.554653,13.644639,0.000143,8.214184,169.919809,33.551431,239.893782
384,128,4,3,88,5,28845617,0.00031,0.005746,12.71907,12.058023,0.000144,7.255417,190.816238,19.728988,242.583966
384,128,4,4,88,5,28803307,0.000315,0.005606,12.66284,11.904909,0.000139,10.204342,216.330118,11.995534,263.103831
384,128,4,5,88,5,28863377,0.001231,0.015594,14.461305,13.695601,0.000143,7.871998,213.052656,6.905432,256.003992
384,128,4,6,88,5,29186018,0.000125,0.008297,15.612625,14.46802,0.000144,8.004759,211.291454,17.846747,267.232203
384,128,4,7,88,5,28873442,0.000106,0.009224,15.700229,14.52272,0.000139,6.66337,236.391737,3.003696,276.29125
384,128,4,8,88,5,28955144,0.000104,0.008939,12.609531,11.805648,0.00014,6.562192,188.817151,25.42413,245.227873
384,128,4,9,88,5,28851610,0.000212,0.02011,14.01876,13.115453,0.000147,7.427984,226.868625,6.791555,268.242879
384,128,4,10,88,5,29067587,0.00012,0.00929,14.679719,13.627288,0.000142,8.185851,203.883929,11.992754,252.379122
384,128,4,11,88,5,29215704,0.000103,0.009191,13.421441,12.795851,0.000131,10.601137,158.304708,0.1721,195.30469
384,128,4,12,88,5,29078798,0.000114,0.008712,14.003522,13.360779,0.00014,7.625571,232.776092,4.745095,272.520055
384,128,4,13,88,5,29077127,0.000132,0.009599,14.214738,13.432188,0.000146,7.507631,230.930619,7.404834,273.499918
384,128,4,14,88,48,75215625,0.000107,0.059609,13.181363,12.273319,92.663194,33.058614,35.852688,5.807944,192.896873
384,128,4,15,88,5,28828425,0.000189,0.008466,12.350992,11.631375,0.000141,6.544964,195.151179,11.061832,236.749194
384,128,4,16,88,5,29227643,0.00012,0.008934,12.700657,12.019899,0.000139,6.735279,240.778844,2.461416,274.705317
384,128,4,17,88,5,28956321,9.8e-05,0.009208,14.088481,12.915369,0.000148,7.863329,229.548093,8.393507,272.818264
384,128,4,18,88,5,28830330,9.8e-05,0.009154,14.799998,13.882207,0.000149,8.737667,206.553619,12.280248,256.263174
384,128,4,19,88,48,75140322,9.6e-05,0.056754,14.180951,13.096558,89.128929,31.917455,122.367301,6.58939,277.337469
384,128,4,20,88,5,29090399,0.000125,0.016048,12.707311,12.059708,0.000137,7.431326,247.001803,0.569509,279.785997
384,128,4,21,88,5,29213947,0.000114,0.009507,13.69915,12.965716,0.000144,7.891533,219.682313,11.75515,266.003657
384,128,4,22,88,5,28992527,0.000263,0.005135,14.9755,13.831709,0.000149,8.016639,214.243201,15.567886,266.640518
384,128,4,23,88,5,28975183,0.000109,0.01541,13.074465,12.118419,0.000139,6.570492,204.101825,11.754183,247.635073
384,128,4,0,89,5,28987755,0.000364,0.007613,12.668364,11.88943,0.000145,6.489724,189.398127,21.986377,242.440184
384,128,4,1,89,5,28877619,0.000444,0.006724,12.921814,12.454293,0.000152,7.099646,179.34808,6.652341,218.483527
384,128,4,2,89,5,28938318,0.000287,0.007506,12.732019,11.969001,0.000143,7.277149,216.588392,9.795786,258.370309
384,128,4,3,89,5,28905319,0.000201,0.008238,13.007522,12.152386,0.00014,6.748812,188.071916,12.445374,232.434618
384,128,4,4,89,48,75381089,0.000307,0.084133,12.756341,12.174405,90.428697,31.805869,97.35596,15.057639,259.663389
384,128,4,5,89,5,29103385,0.00032,0.009795,12.807848,12.199137,0.00014,6.763995,190.676609,9.275714,231.73359
384,128,4,6,89,48,74862311,0.000228,0.085685,12.851253,12.248494,88.738489,31.204551,113.134439,13.299241,271.562415
384,128,4,7,89,5,28968700,0.000486,0.016038,12.717714,12.145869,0.000138,6.653992,239.393104,3.708031,274.635405
384,128,4,8,89,5,28884507,0.000204,0.007646,12.600219,12.010176,0.000143,6.543424,243.484363,1.934421,276.580633
384,128,4,9,89,5,28812939,0.000408,0.009573,12.938236,12.042396,0.000141,7.145752,228.630742,9.133877,269.901152
384,128,4,10,89,5,28815144,0.000108,0.025599,12.634106,11.982475,0.000138,7.208073,212.922399,8.958853,253.731781
384,128,4,11,89,5,29292687,0.000426,0.007212,13.257711,12.625158,0.000137,6.800941,236.613619,5.475458,274.780693
384,128,4,12,89,48,75379009,0.000402,0.084337,12.960174,12.169734,89.486291,31.506404,43.703251,3.697984,193.60861
384,128,4,13,89,5,28817764,0.000477,0.008637,12.466371,11.898723,0.000136,9.83199,195.789231,7.71392,237.709515
384,128,4,14,89,5,28978282,0.000121,0.006955,13.481436,12.963739,0.000132,6.565198,226.108002,8.305767,267.431381
384,128,4,15,89,5,28979189,0.000243,0.007283,13.175025,12.413325,0.00014,6.828148,241.242364,2.598528,276.265088
384,128,4,16,89,5,28953515,0.00036,0.008708,12.538049,11.964682,0.00014,6.527351,190.857514,30.054072,251.950934
384,128,4,17,89,5,28810176,0.000281,0.008849,12.593705,11.923428,0.000134,6.824218,215.245516,9.756202,256.352362
384,128,4,18,89,5,28943078,0.000366,0.014381,17.931043,16.05079,0.000145,8.158737,191.450516,4.381277,237.987286
384,128,4,19,89,5,28838033,0.000114,0.007114,14.951489,14.101738,0.000153,8.112681,224.263693,7.906594,269.343606
384,128,4,20,89,5,29237790,0.000112,0.007058,13.622854,12.85451,0.000136,10.202083,231.646219,5.855311,274.188315
384,128,4,21,89,5,28949254,0.000275,0.007686,13.562875,13.069348,0.000138,7.417156,168.904924,35.207101,238.169535
384,128,4,22,89,5,28833893,0.00032,0.010697,13.712844,12.975618,0.00015,6.988355,229.82353,6.484356,269.9959
384,128,4,23,89,48,75355716,0.000204,0.083385,13.095413,12.342716,92.87007,32.699249,103.58833,13.105305,267.784704
384,128,4,0,90,5,28875639,0.000395,0.004619,12.914394,12.215865,0.000137,6.675189,233.884077,9.206794,274.901507
384,128,4,1,90,5,28834892,0.000292,0.004911,12.842274,12.498963,0.000134,6.913486,202.15359,7.590684,242.004362
384,128,4,2,90,5,28858799,0.000352,0.005029,12.80488,12.040466,0.000131,7.489563,189.297607,22.328453,243.96651
384,128,4,3,90,5,28964918,0.000169,0.004694,12.566852,12.181579,0.000136,10.258882,199.390382,11.299907,245.70263
384,128,4,4,90,5,28995289,0.000397,0.005411,13.579789,13.139347,0.000134,7.323717,226.808628,8.344435,269.201891
384,128,4,5,90,5,28799340,0.000398,0.005148,12.553006,12.09948,0.000133,7.189632,224.049189,9.349471,265.246486
